platform,campaign_name,spend,impressions,clicks,conversions,revenue,roi,actual_cpa,cpa_status
Meta,Meta_Campaign_936,0.0,834,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1299,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,371,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,4.090000033,10466,3,0,0.0,-1.0,4.090000033,Over Target
Meta,Meta_Campaign_936,0.0,839,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,1.529999971,5576,1,1,22.0,13.379085239865015,1.529999971,Under Target
Meta,Meta_Campaign_936,0.0,4010,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,10.03000009,39337,7,1,22.0,1.1934197210959347,10.03000009,Over Target
Meta,Meta_Campaign_936,0.0,1635,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1631,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,4.25,13479,3,0,0.0,-1.0,4.25,Over Target
Meta,Meta_Campaign_936,20.29000032,57022,13,3,66.0,2.2528338570277557,6.76333344,Over Target
Meta,Meta_Campaign_936,1.389999986,5453,1,1,22.0,14.827338288908443,1.389999986,Under Target
Meta,Meta_Campaign_936,4.440000057,11803,3,0,0.0,-1.0,4.440000057,Over Target
Meta,Meta_Campaign_936,1.570000052,4259,1,1,22.0,13.012738389387009,1.570000052,Under Target
Meta,Meta_Campaign_936,0.0,1554,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,1.289999962,5323,1,1,22.0,16.054264068265145,1.289999962,Under Target
Meta,Meta_Campaign_936,1.409999967,5024,1,1,22.0,14.602837244605409,1.409999967,Under Target
Meta,Meta_Campaign_936,33.33000004,104648,24,2,44.0,0.3201320116170032,16.66500002,Over Target
Meta,Meta_Campaign_936,3.340000093,8504,3,1,22.0,5.58682616389975,3.340000093,Over Target
Meta,Meta_Campaign_936,8.050000072,20277,6,0,0.0,-1.0,8.050000072,Over Target
Meta,Meta_Campaign_936,5.210000038,12403,4,1,22.0,3.2226487216006423,5.210000038,Over Target
Meta,Meta_Campaign_936,0.0,498,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,652,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1357,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1393,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,648,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,708,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,2.349999964,6907,2,0,0.0,-1.0,2.349999964,Over Target
Meta,Meta_Campaign_936,19.32999957,39035,13,0,0.0,-1.0,19.32999957,Over Target
Meta,Meta_Campaign_936,0.0,926,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,1.450000048,4412,1,0,0.0,-1.0,1.450000048,Under Target
Meta,Meta_Campaign_936,4.050000072,9965,3,0,0.0,-1.0,4.050000072,Over Target
Meta,Meta_Campaign_936,32.97999978,73634,23,0,0.0,-1.0,32.97999978,Over Target
Meta,Meta_Campaign_936,31.28999949,69708,20,0,0.0,-1.0,31.28999949,Over Target
Meta,Meta_Campaign_936,0.0,530,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,8.789999962,14257,6,0,0.0,-1.0,8.789999962,Over Target
Meta,Meta_Campaign_936,9.119999886,20362,5,1,22.0,1.412280731907895,9.119999886,Over Target
Meta,Meta_Campaign_936,6.26000011,12215,4,0,0.0,-1.0,6.26000011,Over Target
Meta,Meta_Campaign_936,38.63999999,85412,28,1,22.0,-0.4306418217988203,38.63999999,Over Target
Meta,Meta_Campaign_936,0.239999995,2338,1,0,0.0,-1.0,0.239999995,Under Target
Meta,Meta_Campaign_936,0.0,2522,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,3587,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1273,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,1.090000033,3891,1,0,0.0,-1.0,1.090000033,Under Target
Meta,Meta_Campaign_936,0.0,1888,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1895,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,715,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,2.680000067,11199,2,0,0.0,-1.0,2.680000067,Over Target
Meta,Meta_Campaign_936,3.00999999,5676,2,0,0.0,-1.0,3.00999999,Over Target
Meta,Meta_Campaign_936,0.0,1415,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,1.580000043,2148,1,1,22.0,12.92405025396572,1.580000043,Under Target
Meta,Meta_Campaign_936,14.06000042,45401,10,0,0.0,-1.0,14.06000042,Over Target
Meta,Meta_Campaign_936,2.900000095,7478,2,1,22.0,6.586206648038058,2.900000095,Over Target
Meta,Meta_Campaign_936,1.590000033,4919,1,0,0.0,-1.0,1.590000033,Under Target
Meta,Meta_Campaign_936,0.0,533,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1447,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,4.590000153,17553,3,0,0.0,-1.0,4.590000153,Over Target
Meta,Meta_Campaign_936,0.540000021,3343,1,0,0.0,-1.0,0.540000021,Under Target
Meta,Meta_Campaign_936,0.0,523,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1873,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,13.41000009,34740,7,1,22.0,0.6405667302273671,13.41000009,Over Target
Meta,Meta_Campaign_936,0.0,658,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1539,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.860000014,3010,1,1,22.0,24.581394932395895,0.860000014,Under Target
Meta,Meta_Campaign_936,10.77000046,27081,9,1,22.0,1.0427111476650763,10.77000046,Over Target
Meta,Meta_Campaign_936,5.590000153,20233,4,0,0.0,-1.0,5.590000153,Over Target
Meta,Meta_Campaign_936,58.16000044,147159,36,1,22.0,-0.6217331527929404,58.16000044,Over Target
Meta,Meta_Campaign_936,10.61999977,21664,7,1,22.0,1.0715631333766027,10.61999977,Over Target
Meta,Meta_Campaign_936,5.460000038,9112,4,1,22.0,3.029304001261254,5.460000038,Over Target
Meta,Meta_Campaign_936,0.0,542,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,402,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1338,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,20.17999983,46150,15,1,22.0,0.09018831443667065,20.17999983,Over Target
Meta,Meta_Campaign_936,176.3799977,493821,116,1,22.0,-0.875269303283362,176.3799977,Over Target
Meta,Meta_Campaign_936,34.39000046,92011,27,1,22.0,-0.36027915947285805,34.39000046,Over Target
Meta,Meta_Campaign_936,5.49000001,12956,4,1,22.0,3.0072859671998433,5.49000001,Over Target
Meta,Meta_Campaign_936,0.0,529,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,1.419999957,944,1,0,0.0,-1.0,1.419999957,Under Target
Meta,Meta_Campaign_936,51.97000027,111090,38,1,22.0,-0.576678855383812,51.97000027,Over Target
Meta,Meta_Campaign_936,3.190000057,7208,2,0,0.0,-1.0,3.190000057,Over Target
Meta,Meta_Campaign_936,0.0,1746,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,2474,0,2,44.0,44.0,0.0,Under Target
Meta,Meta_Campaign_936,1.960000038,12489,2,0,0.0,-1.0,1.960000038,Under Target
Meta,Meta_Campaign_936,0.600000024,8032,1,0,0.0,-1.0,0.600000024,Under Target
Meta,Meta_Campaign_936,0.0,472,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,792,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,1.149999976,4607,1,1,22.0,18.13043518185256,1.149999976,Under Target
Meta,Meta_Campaign_936,3.180000067,13355,2,1,22.0,5.9182388479490555,3.180000067,Over Target
Meta,Meta_Campaign_936,0.0,2936,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.980000019,2793,1,1,22.0,21.448979156601425,0.980000019,Under Target
Meta,Meta_Campaign_936,0.0,1032,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1662,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,1.480000049,4016,2,1,22.0,13.864864372717328,1.480000049,Under Target
Meta,Meta_Campaign_936,2.939999938,14843,3,1,22.0,6.482993355083533,2.939999938,Over Target
Meta,Meta_Campaign_936,4.600000024,9674,3,1,22.0,3.782608670699433,4.600000024,Over Target
Meta,Meta_Campaign_936,2.669999957,12186,2,0,0.0,-1.0,2.669999957,Over Target
Meta,Meta_Campaign_936,0.0,673,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,370,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,450,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,2077,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,10.96000051,31393,8,1,22.0,1.0072991766676478,10.96000051,Over Target
Meta,Meta_Campaign_936,2.359999895,8410,2,1,22.0,8.32203431305661,2.359999895,Over Target
Meta,Meta_Campaign_936,7.350000143,25884,5,0,0.0,-1.0,7.350000143,Over Target
Meta,Meta_Campaign_936,0.0,608,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,9.340000033,28488,10,0,0.0,-1.0,9.340000033,Over Target
Meta,Meta_Campaign_936,4.619999886,10126,3,0,0.0,-1.0,4.619999886,Over Target
Meta,Meta_Campaign_936,8.5,22572,5,0,0.0,-1.0,8.5,Over Target
Meta,Meta_Campaign_936,0.0,1955,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,493,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1491,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1495,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,512,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,2.420000076,4868,2,0,0.0,-1.0,2.420000076,Over Target
Meta,Meta_Campaign_936,2.950000048,6585,2,0,0.0,-1.0,2.950000048,Over Target
Meta,Meta_Campaign_936,3.720000029,10164,2,1,22.0,4.91397844852006,3.720000029,Over Target
Meta,Meta_Campaign_936,4.449999809,11182,4,0,0.0,-1.0,4.449999809,Over Target
Meta,Meta_Campaign_936,0.0,1238,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,13.07000017,34127,8,0,0.0,-1.0,13.07000017,Over Target
Meta,Meta_Campaign_936,10.84999967,29466,7,0,0.0,-1.0,10.84999967,Over Target
Meta,Meta_Campaign_936,10.84999967,38759,9,0,0.0,-1.0,10.84999967,Over Target
Meta,Meta_Campaign_936,12.06000006,41720,10,1,22.0,0.824212262897783,12.06000006,Over Target
Meta,Meta_Campaign_936,8.860000134,18602,5,0,0.0,-1.0,8.860000134,Over Target
Meta,Meta_Campaign_936,27.72999954,83929,21,1,22.0,-0.2066353997494513,27.72999954,Over Target
Meta,Meta_Campaign_936,7.349999905,25194,6,0,0.0,-1.0,7.349999905,Over Target
Meta,Meta_Campaign_936,26.53000045,78627,19,0,0.0,-1.0,26.53000045,Over Target
Meta,Meta_Campaign_936,39.42999983,102695,25,0,0.0,-1.0,39.42999983,Over Target
Meta,Meta_Campaign_936,47.93000031,82827,24,0,0.0,-1.0,47.93000031,Over Target
Meta,Meta_Campaign_936,6.039999962,9240,3,0,0.0,-1.0,6.039999962,Over Target
Meta,Meta_Campaign_936,2.369999886,7706,2,0,0.0,-1.0,2.369999886,Over Target
Meta,Meta_Campaign_936,6.340000153,7821,4,1,22.0,2.470031462000818,6.340000153,Over Target
Meta,Meta_Campaign_936,0.0,1363,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,3569,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,53.21999949,119063,34,0,0.0,-1.0,53.21999949,Over Target
Meta,Meta_Campaign_936,35.79999948,99078,23,0,0.0,-1.0,35.79999948,Over Target
Meta,Meta_Campaign_936,180.2200012,452398,114,0,0.0,-1.0,180.2200012,Over Target
Meta,Meta_Campaign_936,76.41000056,191223,48,0,0.0,-1.0,76.41000056,Over Target
Meta,Meta_Campaign_936,9.549999952,22216,6,0,0.0,-1.0,9.549999952,Over Target
Meta,Meta_Campaign_936,18.01999998,48291,11,0,0.0,-1.0,18.01999998,Over Target
Meta,Meta_Campaign_936,13.37,27559,8,0,0.0,-1.0,13.37,Over Target
Meta,Meta_Campaign_936,4.590000033,10194,4,1,22.0,3.7930282879804067,4.590000033,Over Target
Meta,Meta_Campaign_936,0.0,1168,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,25.86000001,40126,16,0,0.0,-1.0,25.86000001,Over Target
Meta,Meta_Campaign_936,0.49000001,3659,1,1,22.0,43.89795826738861,0.49000001,Under Target
Meta,Meta_Campaign_936,0.0,3200,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,1.679999948,7550,1,1,22.0,12.095238500566905,1.679999948,Under Target
Meta,Meta_Campaign_936,25.41999936,45397,15,1,22.0,-0.13453971070438292,25.41999936,Over Target
Meta,Meta_Campaign_936,3.310000062,23086,2,1,22.0,5.646525555261455,3.310000062,Over Target
Meta,Meta_Campaign_936,1.549999952,16425,1,0,0.0,-1.0,1.549999952,Under Target
Meta,Meta_Campaign_936,5.439999938,43756,5,0,0.0,-1.0,5.439999938,Over Target
Meta,Meta_Campaign_936,0.0,9982,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,81.60999787,175389,55,0,0.0,-1.0,81.60999787,Over Target
Meta,Meta_Campaign_936,0.0,7015,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,4.98999989,12706,3,1,22.0,3.4088177324589077,4.98999989,Over Target
Meta,Meta_Campaign_936,31.7099998,70702,20,0,0.0,-1.0,31.7099998,Over Target
Meta,Meta_Campaign_936,25.52000046,63927,16,0,0.0,-1.0,25.52000046,Over Target
Meta,Meta_Campaign_936,4.25999999,15105,3,0,0.0,-1.0,4.25999999,Over Target
Meta,Meta_Campaign_936,1.830000043,8774,1,0,0.0,-1.0,1.830000043,Under Target
Meta,Meta_Campaign_936,1.389999986,14459,1,0,0.0,-1.0,1.389999986,Under Target
Meta,Meta_Campaign_936,2.809999943,21596,2,0,0.0,-1.0,2.809999943,Over Target
Meta,Meta_Campaign_936,11.04999971,66765,8,0,0.0,-1.0,11.04999971,Over Target
Meta,Meta_Campaign_936,0.0,1369,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,7.229999781,26910,5,0,0.0,-1.0,7.229999781,Over Target
Meta,Meta_Campaign_936,0.0,506,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,4.269999862,11988,3,0,0.0,-1.0,4.269999862,Over Target
Meta,Meta_Campaign_936,9.4799999,19353,6,1,22.0,1.3206751299649278,9.4799999,Over Target
Meta,Meta_Campaign_936,2.890000105,10960,2,0,0.0,-1.0,2.890000105,Over Target
Meta,Meta_Campaign_936,10.56999969,33491,6,1,22.0,1.081362407305804,10.56999969,Over Target
Meta,Meta_Campaign_936,3.200000048,20083,2,1,22.0,5.874999896875002,3.200000048,Over Target
Meta,Meta_Campaign_936,0.0,8817,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.970000029,15466,1,0,0.0,-1.0,0.970000029,Under Target
Meta,Meta_Campaign_936,4.370000005,27072,3,0,0.0,-1.0,4.370000005,Over Target
Meta,Meta_Campaign_936,0.569999993,15753,1,1,22.0,37.596491702062174,0.569999993,Under Target
Meta,Meta_Campaign_936,1.809999943,3523,1,1,22.0,11.154696515368896,1.809999943,Under Target
Meta,Meta_Campaign_936,0.0,7745,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,3.319999933,18709,2,0,0.0,-1.0,3.319999933,Over Target
Meta,Meta_Campaign_936,0.0,8022,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,1.179999948,7966,1,1,22.0,17.644068618213193,1.179999948,Under Target
Meta,Meta_Campaign_936,0.0,4132,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,4.730000019,12785,3,1,22.0,3.6511627720143562,4.730000019,Over Target
Meta,Meta_Campaign_936,1.379999995,8213,1,1,22.0,14.942029043268223,1.379999995,Under Target
Meta,Meta_Campaign_936,0.0,545,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,1.25999999,2479,1,0,0.0,-1.0,1.25999999,Under Target
Meta,Meta_Campaign_936,3.049999952,3812,2,0,0.0,-1.0,3.049999952,Over Target
Meta,Meta_Campaign_936,0.0,1609,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,3.579999924,10257,3,1,22.0,5.1452515271058985,3.579999924,Over Target
Meta,Meta_Campaign_936,6.279999971,12356,4,0,0.0,-1.0,6.279999971,Over Target
Meta,Meta_Campaign_936,1.210000038,7410,1,0,0.0,-1.0,1.210000038,Under Target
Meta,Meta_Campaign_936,46.63000011,140098,28,0,0.0,-1.0,46.63000011,Over Target
Meta,Meta_Campaign_936,34.44000012,107021,20,0,0.0,-1.0,34.44000012,Over Target
Meta,Meta_Campaign_936,1.289999962,2797,1,0,0.0,-1.0,1.289999962,Under Target
Meta,Meta_Campaign_936,9.21999979,16461,6,0,0.0,-1.0,9.21999979,Over Target
Meta,Meta_Campaign_936,7.719999909,17488,5,0,0.0,-1.0,7.719999909,Over Target
Meta,Meta_Campaign_936,1.5,9750,2,1,22.0,13.666666666666666,1.5,Under Target
Meta,Meta_Campaign_936,0.0,1136,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.180000007,4333,1,1,22.0,121.222217469136,0.180000007,Under Target
Meta,Meta_Campaign_936,0.0,6260,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,6359,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,2383,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,5.389999866,11292,3,1,22.0,3.0816327545340982,5.389999866,Over Target
Meta,Meta_Campaign_936,5.779999852,12729,4,0,0.0,-1.0,5.779999852,Over Target
Meta,Meta_Campaign_936,0.0,1898,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,1882,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,0.99000001,2883,1,1,22.0,21.222221997755334,0.99000001,Under Target
Meta,Meta_Campaign_936,1.279999971,3989,1,0,0.0,-1.0,1.279999971,Under Target
Meta,Meta_Campaign_936,5.279999971,19603,4,1,22.0,3.1666666895517683,5.279999971,Over Target
Meta,Meta_Campaign_936,1.379999995,3047,1,0,0.0,-1.0,1.379999995,Under Target
Meta,Meta_Campaign_936,1.049999952,3029,1,1,22.0,19.952381910204124,1.049999952,Under Target
Meta,Meta_Campaign_936,1.340000033,3490,1,1,22.0,15.41791004343953,1.340000033,Under Target
Meta,Meta_Campaign_936,0.0,2479,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,10.42999983,19581,7,0,0.0,-1.0,10.42999983,Over Target
Meta,Meta_Campaign_936,6.099999905,19537,5,0,0.0,-1.0,6.099999905,Over Target
Meta,Meta_Campaign_936,19.65999949,59433,12,0,0.0,-1.0,19.65999949,Over Target
Meta,Meta_Campaign_936,56.19000077,157534,33,0,0.0,-1.0,56.19000077,Over Target
Meta,Meta_Campaign_936,0.0,1781,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,6.029999852,23769,4,0,0.0,-1.0,6.029999852,Over Target
Meta,Meta_Campaign_936,0.0,7101,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,1.830000043,4726,1,1,22.0,11.02185764101646,1.830000043,Under Target
Meta,Meta_Campaign_936,0.959999979,5209,1,0,0.0,-1.0,0.959999979,Under Target
Meta,Meta_Campaign_936,2.619999945,13473,3,0,0.0,-1.0,2.619999945,Over Target
Meta,Meta_Campaign_936,0.0,500,0,1,22.0,22.0,0.0,Under Target
Meta,Meta_Campaign_936,1.360000014,4616,1,0,0.0,-1.0,1.360000014,Under Target
Meta,Meta_Campaign_936,0.0,3279,0,0,0.0,0.0,0.0,Under Target
Meta,Meta_Campaign_936,0.0,3288,0,0,0.0,0.0,0.0,Under Target
