platform,campaign_name,spend,impressions,clicks,conversions,revenue
Meta,Meta_Campaign_936,0.0,1746.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,2474.0,0,2.0,44.0
Meta,Meta_Campaign_936,1.960000038,12489.0,2,0.0,0.0
Meta,Meta_Campaign_936,0.600000024,8032.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,472.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,792.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.149999976,4607.0,1,1.0,22.0
Meta,Meta_Campaign_936,3.180000067,13355.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,2936.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.980000019,2793.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,1032.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,1662.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.480000049,4016.0,2,1.0,22.0
Meta,Meta_Campaign_936,2.939999938,14843.0,3,1.0,22.0
Meta,Meta_Campaign_936,4.600000024,9674.0,3,1.0,22.0
Meta,Meta_Campaign_936,2.669999957,12186.0,2,0.0,0.0
Meta,Meta_Campaign_936,0.0,673.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,370.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,450.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,2077.0,0,1.0,22.0
Meta,Meta_Campaign_936,10.96000051,31393.0,8,1.0,22.0
Meta,Meta_Campaign_936,2.359999895,8410.0,2,1.0,22.0
Meta,Meta_Campaign_936,7.350000143,25884.0,5,0.0,0.0
Meta,Meta_Campaign_936,0.0,608.0,0,1.0,22.0
Meta,Meta_Campaign_936,9.340000033,28488.0,10,0.0,0.0
Meta,Meta_Campaign_936,4.619999886,10126.0,3,0.0,0.0
Meta,Meta_Campaign_936,8.5,22572.0,5,0.0,0.0
Meta,Meta_Campaign_936,0.0,1955.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,493.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,1491.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,1495.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,512.0,0,0.0,0.0
Meta,Meta_Campaign_936,2.420000076,4868.0,2,0.0,0.0
Meta,Meta_Campaign_936,2.950000048,6585.0,2,0.0,0.0
Meta,Meta_Campaign_936,3.720000029,10164.0,2,1.0,22.0
Meta,Meta_Campaign_936,4.449999809,11182.0,4,0.0,0.0
Meta,Meta_Campaign_936,0.0,1238.0,0,0.0,0.0
Meta,Meta_Campaign_936,13.07000017,34127.0,8,0.0,0.0
Meta,Meta_Campaign_936,10.84999967,29466.0,7,0.0,0.0
Meta,Meta_Campaign_936,10.84999967,38759.0,9,0.0,0.0
Meta,Meta_Campaign_936,12.06000006,41720.0,10,1.0,22.0
Meta,Meta_Campaign_936,8.860000134,18602.0,5,0.0,0.0
Meta,Meta_Campaign_936,27.72999954,83929.0,21,1.0,22.0
Meta,Meta_Campaign_936,7.349999905,25194.0,6,0.0,0.0
Meta,Meta_Campaign_936,26.53000045,78627.0,19,0.0,0.0
Meta,Meta_Campaign_936,39.42999983,102695.0,25,0.0,0.0
Meta,Meta_Campaign_936,47.93000031,82827.0,24,0.0,0.0
Meta,Meta_Campaign_936,6.039999962,9240.0,3,0.0,0.0
Meta,Meta_Campaign_936,2.369999886,7706.0,2,0.0,0.0
Meta,Meta_Campaign_936,6.340000153,7821.0,4,1.0,22.0
Meta,Meta_Campaign_936,0.0,1363.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,3569.0,0,1.0,22.0
Meta,Meta_Campaign_936,53.21999949,119063.0,34,0.0,0.0
Meta,Meta_Campaign_936,35.79999948,99078.0,23,0.0,0.0
Meta,Meta_Campaign_936,180.2200012,452398.0,114,0.0,0.0
Meta,Meta_Campaign_936,76.41000056,191223.0,48,0.0,0.0
Meta,Meta_Campaign_936,9.549999952,22216.0,6,0.0,0.0
Meta,Meta_Campaign_936,18.01999998,48291.0,11,0.0,0.0
Meta,Meta_Campaign_936,13.37,27559.0,8,0.0,0.0
Meta,Meta_Campaign_936,4.590000033,10194.0,4,1.0,22.0
Meta,Meta_Campaign_936,0.0,1168.0,0,1.0,22.0
Meta,Meta_Campaign_936,25.86000001,40126.0,16,0.0,0.0
Meta,Meta_Campaign_936,0.49000001,3659.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,3200.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.679999948,7550.0,1,1.0,22.0
Meta,Meta_Campaign_936,25.41999936,45397.0,15,1.0,22.0
Meta,Meta_Campaign_936,3.310000062,23086.0,2,1.0,22.0
Meta,Meta_Campaign_936,1.549999952,16425.0,1,0.0,0.0
Meta,Meta_Campaign_936,5.439999938,43756.0,5,0.0,0.0
Meta,Meta_Campaign_936,0.0,9982.0,0,0.0,0.0
Meta,Meta_Campaign_936,81.60999787,175389.0,55,0.0,0.0
Meta,Meta_Campaign_936,0.0,7015.0,0,0.0,0.0
Meta,Meta_Campaign_936,4.98999989,12706.0,3,1.0,22.0
Meta,Meta_Campaign_936,31.7099998,70702.0,20,0.0,0.0
Meta,Meta_Campaign_936,25.52000046,63927.0,16,0.0,0.0
Meta,Meta_Campaign_936,4.25999999,15105.0,3,0.0,0.0
Meta,Meta_Campaign_936,1.830000043,8774.0,1,0.0,0.0
Meta,Meta_Campaign_936,1.389999986,14459.0,1,0.0,0.0
Meta,Meta_Campaign_936,2.809999943,21596.0,2,0.0,0.0
Meta,Meta_Campaign_936,11.04999971,66765.0,8,0.0,0.0
Meta,Meta_Campaign_936,0.0,1369.0,0,1.0,22.0
Meta,Meta_Campaign_936,7.229999781,26910.0,5,0.0,0.0
Meta,Meta_Campaign_936,0.0,506.0,0,0.0,0.0
Meta,Meta_Campaign_936,4.269999862,11988.0,3,0.0,0.0
Meta,Meta_Campaign_936,9.4799999,19353.0,6,1.0,22.0
Meta,Meta_Campaign_936,2.890000105,10960.0,2,0.0,0.0
Meta,Meta_Campaign_936,10.56999969,33491.0,6,1.0,22.0
Meta,Meta_Campaign_936,3.200000048,20083.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,8817.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.970000029,15466.0,1,0.0,0.0
Meta,Meta_Campaign_936,4.370000005,27072.0,3,0.0,0.0
Meta,Meta_Campaign_936,0.569999993,15753.0,1,1.0,22.0
Meta,Meta_Campaign_936,1.809999943,3523.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,7745.0,0,0.0,0.0
Meta,Meta_Campaign_936,3.319999933,18709.0,2,0.0,0.0
Meta,Meta_Campaign_936,0.0,8022.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.179999948,7966.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,4132.0,0,1.0,22.0
Meta,Meta_Campaign_936,4.730000019,12785.0,3,1.0,22.0
Meta,Meta_Campaign_936,1.379999995,8213.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,545.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.25999999,2479.0,1,0.0,0.0
Meta,Meta_Campaign_936,3.049999952,3812.0,2,0.0,0.0
Meta,Meta_Campaign_936,0.0,1609.0,0,0.0,0.0
Meta,Meta_Campaign_936,3.579999924,10257.0,3,1.0,22.0
Meta,Meta_Campaign_936,6.279999971,12356.0,4,0.0,0.0
Meta,Meta_Campaign_936,1.210000038,7410.0,1,0.0,0.0
Meta,Meta_Campaign_936,46.63000011,140098.0,28,0.0,0.0
Meta,Meta_Campaign_936,34.44000012,107021.0,20,0.0,0.0
Meta,Meta_Campaign_936,1.289999962,2797.0,1,0.0,0.0
Meta,Meta_Campaign_936,9.21999979,16461.0,6,0.0,0.0
Meta,Meta_Campaign_936,7.719999909,17488.0,5,0.0,0.0
Meta,Meta_Campaign_936,1.5,9750.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,1136.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.180000007,4333.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,6260.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,6359.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,2383.0,0,1.0,22.0
Meta,Meta_Campaign_936,5.389999866,11292.0,3,1.0,22.0
Meta,Meta_Campaign_936,5.779999852,12729.0,4,0.0,0.0
Meta,Meta_Campaign_936,0.0,1898.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,1882.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.99000001,2883.0,1,1.0,22.0
Meta,Meta_Campaign_936,1.279999971,3989.0,1,0.0,0.0
Meta,Meta_Campaign_936,5.279999971,19603.0,4,1.0,22.0
Meta,Meta_Campaign_936,1.379999995,3047.0,1,0.0,0.0
Meta,Meta_Campaign_936,1.049999952,3029.0,1,1.0,22.0
Meta,Meta_Campaign_936,1.340000033,3490.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,2479.0,0,0.0,0.0
Meta,Meta_Campaign_936,10.42999983,19581.0,7,0.0,0.0
Meta,Meta_Campaign_936,6.099999905,19537.0,5,0.0,0.0
Meta,Meta_Campaign_936,19.65999949,59433.0,12,0.0,0.0
Meta,Meta_Campaign_936,56.19000077,157534.0,33,0.0,0.0
Meta,Meta_Campaign_936,0.0,1781.0,0,1.0,22.0
Meta,Meta_Campaign_936,6.029999852,23769.0,4,0.0,0.0
Meta,Meta_Campaign_936,0.0,7101.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.830000043,4726.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.959999979,5209.0,1,0.0,0.0
Meta,Meta_Campaign_936,2.619999945,13473.0,3,0.0,0.0
Meta,Meta_Campaign_936,0.0,500.0,0,1.0,22.0
Meta,Meta_Campaign_936,1.360000014,4616.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,3279.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,3288.0,0,0.0,0.0
Meta,Meta_Campaign_936,6.050000191,14615.0,4,0.0,0.0
Meta,Meta_Campaign_936,19.88000035,56615.0,12,0.0,0.0
Meta,Meta_Campaign_936,4.529999971,11735.0,3,1.0,22.0
Meta,Meta_Campaign_936,6.779999852,15910.0,5,0.0,0.0
Meta,Meta_Campaign_936,3.090000033,11446.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,4595.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,4871.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,3199.0,0,0.0,0.0
Meta,Meta_Campaign_936,3.140000105,9388.0,2,0.0,0.0
Meta,Meta_Campaign_936,7.5400002,17954.0,6,1.0,22.0
Meta,Meta_Campaign_936,0.0,2755.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.99000001,8152.0,1,0.0,0.0
Meta,Meta_Campaign_936,34.1500001,74542.0,19,0.0,0.0
Meta,Meta_Campaign_936,3.090000033,6699.0,2,0.0,0.0
Meta,Meta_Campaign_936,3.959999919,11911.0,4,0.0,0.0
Meta,Meta_Campaign_936,2.650000095,10090.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,1273.0,0,1.0,22.0
Meta,Meta_Campaign_936,8.179999828,24188.0,5,0.0,0.0
Meta,Meta_Campaign_936,0.0,2214.0,0,0.0,0.0
Meta,Meta_Campaign_936,4.130000114,9735.0,4,1.0,22.0
Meta,Meta_Campaign_936,0.0,1371.0,0,1.0,22.0
Meta,Meta_Campaign_936,5.389999866,10750.0,4,0.0,0.0
Meta,Meta_Campaign_936,0.720000029,7629.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,4608.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,3732.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.679999948,7453.0,1,1.0,22.0
Meta,Meta_Campaign_936,19.10000038,41785.0,14,0.0,0.0
Meta,Meta_Campaign_936,3.579999924,8077.0,2,1.0,22.0
Meta,Meta_Campaign_936,1.580000043,5602.0,1,0.0,0.0
Meta,Meta_Campaign_936,2.75,6184.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.0,1738.0,0,0.0,0.0
Meta,Meta_Campaign_936,41.29000068,112460.0,25,0.0,0.0
Meta,Meta_Campaign_936,0.0,4414.0,0,0.0,0.0
Meta,Meta_Campaign_936,9.410000324,14670.0,7,0.0,0.0
Meta,Meta_Campaign_936,13.40999985,33144.0,9,0.0,0.0
Meta,Meta_Campaign_936,0.949999988,4397.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,1006.0,0,0.0,0.0
Meta,Meta_Campaign_936,32.28999996,89527.0,24,0.0,0.0
Meta,Meta_Campaign_936,0.0,2459.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.730000019,7116.0,2,1.0,22.0
Meta,Meta_Campaign_936,0.889999986,8613.0,1,0.0,0.0
Meta,Meta_Campaign_936,1.379999995,9730.0,1,0.0,0.0
Meta,Meta_Campaign_936,10.2299999,51816.0,8,1.0,22.0
Meta,Meta_Campaign_936,4.429999828,27289.0,3,0.0,0.0
Meta,Meta_Campaign_936,3.829999924,20409.0,4,0.0,0.0
Meta,Meta_Campaign_936,1.110000014,8044.0,1,0.0,0.0
Meta,Meta_Campaign_936,5.349999905,15645.0,4,0.0,0.0
Meta,Meta_Campaign_936,0.0,2466.0,0,2.0,44.0
Meta,Meta_Campaign_936,3.950000048,11611.0,3,1.0,22.0
Meta,Meta_Campaign_936,4.019999981,9375.0,3,0.0,0.0
Meta,Meta_Campaign_936,1.330000043,4402.0,1,1.0,22.0
Meta,Meta_Campaign_936,3.089999914,8469.0,2,0.0,0.0
Meta,Meta_Campaign_936,1.419999957,5823.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,2549.0,0,0.0,0.0
Meta,Meta_Campaign_936,6.019999981,25817.0,4,0.0,0.0
Meta,Meta_Campaign_936,0.0,1961.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,2554.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.230000019,4971.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,1030.0,0,1.0,22.0
Meta,Meta_Campaign_936,77.07999969,162341.0,56,0.0,0.0
Meta,Meta_Campaign_936,9.329999924,24542.0,7,0.0,0.0
Meta,Meta_Campaign_936,0.0,2879.0,0,1.0,22.0
Meta,Meta_Campaign_936,4.090000033,13621.0,3,0.0,0.0
Meta,Meta_Campaign_936,1.370000005,6175.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.0,2963.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.379999995,9076.0,1,1.0,22.0
Meta,Meta_Campaign_936,5.909999967,20941.0,4,1.0,22.0
Meta,Meta_Campaign_936,0.0,3462.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,4073.0,0,1.0,22.0
Meta,Meta_Campaign_936,0.0,3745.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,830.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,2912.0,0,0.0,0.0
Meta,Meta_Campaign_936,6.910000086,17167.0,5,0.0,0.0
Meta,Meta_Campaign_936,9.539999962,24491.0,7,0.0,0.0
Meta,Meta_Campaign_936,17.30000037,44699.0,13,0.0,0.0
Meta,Meta_Campaign_936,1.309999943,6469.0,2,0.0,0.0
Meta,Meta_Campaign_936,4.079999924,16053.0,3,1.0,22.0
Meta,Meta_Campaign_936,17.92999995,54724.0,12,1.0,22.0
Meta,Meta_Campaign_936,1.220000029,4706.0,1,0.0,0.0
Meta,Meta_Campaign_936,4.569999933,8316.0,3,1.0,22.0
Meta,Meta_Campaign_936,2.269999981,5794.0,2,0.0,0.0
Meta,Meta_Campaign_936,1.029999971,4813.0,1,0.0,0.0
Meta,Meta_Campaign_936,36.13000035,85285.0,26,0.0,0.0
Meta,Meta_Campaign_936,1.370000005,5839.0,1,0.0,0.0
Meta,Meta_Campaign_936,1.539999962,5859.0,1,0.0,0.0
Meta,Meta_Campaign_936,59.06999993,164118.0,41,0.0,0.0
Meta,Meta_Campaign_936,7.810000062,18234.0,6,0.0,0.0
Meta,Meta_Campaign_936,0.0,2755.0,0,0.0,0.0
Meta,Meta_Campaign_936,28.5,73676.0,20,0.0,0.0
Meta,Meta_Campaign_936,10.07999992,18421.0,7,0.0,0.0
Meta,Meta_Campaign_936,67.97999978,164754.0,49,1.0,22.0
Meta,Meta_Campaign_936,1.639999986,7449.0,1,1.0,22.0
Meta,Meta_Campaign_936,0.529999971,6424.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,2086.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,6016.0,0,0.0,0.0
Meta,Meta_Campaign_936,1.370000005,6412.0,1,0.0,0.0
Meta,Meta_Campaign_936,1.440000057,5040.0,1,0.0,0.0
Meta,Meta_Campaign_936,0.0,1772.0,0,0.0,0.0
Meta,Meta_Campaign_936,0.0,1783.0,0,0.0,0.0
Meta,Meta_Campaign_936,3.919999957,8200.0,3,0.0,0.0
